customer_id,gstin,legal_name,trade_name,gst_status,gst_registration_date,gst_return_period,return_type,return_filing_date,return_status,filing_frequency,filing_delay_days,gstr1_sales_value,gstr3b_taxable_outward_supply,gstr3b_net_tax_liability,total_taxable_turnover,b2b_sales_amount,b2c_sales_amount,b2b_sales_percentage,b2c_sales_percentage,export_sales_amount,sez_sales_amount,reverse_charge_sales_amount,igst_amount,cgst_amount,sgst_amount,cess_amount,itc_available_amount,itc_claimed_amount,itc_reversed_amount,net_itc_amount,unique_buyer_count,unique_b2b_buyer_count,top_buyer_sales_percentage,buyer_concentration_level,monthly_turnover,quarterly_turnover,turnover_growth_mom,turnover_growth_qoq,turnover_growth_yoy,turnover_decline_percentage,consecutive_declining_quarters,filing_regularity_percentage,missed_return_count,late_return_count,business_vintage_years,annualised_gst_turnover,proposed_loan_amount,gst_turnover_to_loan_ratio,maximum_loan_by_gst_rule,gst_data_completeness_score,gst_risk_flag,gst_underwriting_score
CUSTGST0002630,36ABCDE002629FZ2,Logistics Enterprises 3629,Logistics Trade 3629,ACTIVE,2016-08-24,2025-11,GSTR1,2025-11-26,LATE,MONTHLY,1,238920.2063,242354.2568,26852.1535,242354.2568,193006.7917,59685.5942,76.3801,23.6199,28062.2365,11089.7822,4276.7662,2859.4991,11348.6745,11348.6745,1295.3053,30932.5269,23994.0171,3310.9959,20683.0212,67,37,59.7946,HIGH,252692.3859,772075.6224,14.7275,-3.5464,27.1541,0.0,1,98.3811,2,1,10.5278,3032308.6305,1097166.5701,2.7638,1185342.3278,0.9894,LOW,71.8882
CUSTGST0002631,27ABCDE002630FZ3,Food Enterprises 3630,Food Trade 3630,ACTIVE,2020-04-03,2024-05,GSTR3B,2024-05-07,FILED,MONTHLY,0,229196.5254,233837.2417,21475.0102,233837.2417,133925.1919,122154.4304,52.2983,47.7017,33517.4006,7236.6575,10086.3491,2350.7054,8822.3383,8822.3383,1479.6281,25218.0371,18748.1604,3360.2351,15387.9253,39,28,51.9291,HIGH,256079.6223,782290.0734,15.4189,-4.8236,1.0707,0.0,0,100.0,1,1,6.607,3072955.4675,2173169.6104,1.414,675182.917,0.9693,LOW,82.7302
CUSTGST0002632,09ABCDE002631FZ4,Pharma Enterprises 3631,Pharma Trade 3631,ACTIVE,2015-04-10,2025-02,GSTR3B,2025-02-17,LATE,MONTHLY,1,1382732.9754,1398422.2109,156452.316,1398422.2109,1086489.9021,402932.4686,72.9471,27.0529,24046.5953,43047.872,50210.9042,26646.6464,59886.962,59886.962,10031.7457,189976.6286,139295.0426,21231.2252,118063.8174,102,30,18.8913,LOW,1489422.3707,4411214.8538,-2.457,-4.8168,26.6853,0.0,0,93.7994,0,2,11.271,17873068.4488,5353417.1133,3.3386,9901300.8963,0.9699,LOW,91.9271
CUSTGST0002633,29ABCDE002632FZ5,Retail Enterprises 3632,Retail Trade 3632,ACTIVE,2017-07-06,2024-09,GSTR3B,2024-09-02,LATE,MONTHLY,2,338184.927,333553.1753,48710.7458,333553.1753,268803.5394,104269.7265,72.0511,27.9489,26010.395,17599.3617,12278.2734,18756.4237,13842.5079,13842.5079,2269.3064,42294.2271,33776.2341,2933.2377,30842.9964,140,90,25.2503,MEDIUM,373073.2659,1071607.9992,-16.5801,24.9178,13.5779,0.0,0,95.2407,2,2,9.1933,4476879.1909,1253340.2999,3.572,1874924.9713,0.9633,LOW,80.0598
CUSTGST0002634,07ABCDE002633FZ6,Wholesale Enterprises 3633,Wholesale Trade 3633,ACTIVE,2015-11-20,2025-06,GSTR3B,2025-06-05,FILED,MONTHLY,0,1221700.3595,1187121.1401,98668.7587,1187121.1401,1095986.3323,137711.3983,88.8375,11.1625,29170.6171,26413.0517,1913.6947,17304.1316,37174.7618,37174.7618,7015.1034,135918.7691,119581.1459,9626.7629,109954.383,80,22,49.8689,HIGH,1233697.7306,3499413.1185,-12.974,0.2672,10.3761,0.0,0,100.0,2,0,11.5033,14804372.767,8542055.0147,1.7331,7373688.4998,0.9765,LOW,79.128
CUSTGST0002635,24ABCDE002634FZ7,Manufacturing Enterprises 3634,Manufacturing Trade 3634,ACTIVE,2020-08-14,2024-05,GSTR3B,2024-05-04,FILED,QUARTERLY,0,367727.2811,365255.4908,60959.5973,365255.4908,304699.476,85604.5038,78.0672,21.9328,23582.625,29877.5213,14140.9288,9782.5912,25349.8692,25349.8692,477.2678,46960.5357,34326.0027,6084.9557,28241.047,244,199,32.8636,MEDIUM,390303.9798,1151053.7162,14.0257,11.9053,-5.3359,5.3359,3,93.0,3,0,6.3832,4683647.7575,985775.0517,4.7512,2616300.0604,0.9963,LOW,71.3009
CUSTGST0002636,33ABCDE002635FZ8,Technology Enterprises 3635,Technology Trade 3635,ACTIVE,2024-12-24,2024-12,GSTR3B,2024-12-04,LATE,MONTHLY,3,441799.1353,441889.6142,32368.4843,441889.6142,272957.6341,228072.3424,54.4793,45.5207,20579.4356,15690.4207,3988.2768,7599.3067,10933.4655,10933.4655,2902.2465,50422.25,40387.8043,6176.5161,34211.2882,248,100,18.1607,LOW,501029.9765,1444450.7182,12.7957,-14.7013,27.2674,0.0,0,89.0145,2,4,2.868,6012359.7184,4861974.0334,1.2366,2441187.4274,0.9548,LOW,70.7966
CUSTGST0002637,19ABCDE002636FZ9,Construction Enterprises 3636,Construction Trade 3636,ACTIVE,2017-05-08,2024-04,GSTR1,2024-04-20,LATE,MONTHLY,1,485201.3525,487024.3451,74066.6921,487024.3451,271310.6164,244920.4148,52.556,47.444,15285.499,19079.2018,25194.065,27431.7886,22827.212,22827.212,980.4794,21235.7387,17362.7645,289.0121,17073.7525,184,81,19.1897,LOW,516231.0312,1543901.5796,-5.3605,-1.6228,13.4585,0.0,1,96.8241,3,0,9.0192,6194772.375,2736488.5498,2.2638,3820861.1457,0.9703,LOW,78.54
CUSTGST0002638,23ABCDE002637FZ1,Logistics Enterprises 3637,Logistics Trade 3637,ACTIVE,2023-01-25,2026-03,GSTR1,2026-03-21,FILED,MONTHLY,0,346068.7152,336986.7531,42915.6356,336986.7531,230984.9677,132437.6375,63.5582,36.4418,49128.0706,23450.0251,5477.7863,17761.5395,12084.9429,12084.9429,984.2103,20213.5945,15444.4675,1660.6096,13783.8579,119,30,22.2574,LOW,363422.6053,1045260.7363,-16.1488,0.6174,11.0106,0.0,0,98.0,1,0,3.1023,4361071.2631,2593219.6483,1.6817,2297928.5395,0.9787,LOW,96.3076
CUSTGST0002639,06ABCDE002638FZ2,Food Enterprises 3638,Food Trade 3638,ACTIVE,2017-09-17,2026-05,GSTR3B,2026-05-14,LATE,MONTHLY,2,1037466.9085,1039270.3063,103435.4689,1039270.3063,398057.5723,664508.4598,37.4619,62.5381,62065.0106,50655.4296,33031.4949,20822.2717,35174.1223,35174.1223,12264.9527,67244.8949,63629.9235,3448.4051,60181.5184,154,73,38.5698,MEDIUM,1062566.0322,3012904.0396,-11.4006,23.85,1.6271,0.0,1,93.0073,2,1,9.3695,12750792.3861,7259255.0897,1.7565,3648557.1312,0.9929,LOW,78.6118
CUSTGST0002640,36ABCDE002639FZ3,Pharma Enterprises 3639,Pharma Trade 3639,ACTIVE,2015-03-21,2024-08,GSTR1,2024-08-14,LATE,QUARTERLY,5,615823.1507,634580.8876,50005.9104,634580.8876,522451.3309,148470.3403,77.8707,22.1293,119038.538,21689.8456,15387.4192,17648.1178,14765.7729,14765.7729,2826.2468,41467.897,29311.6298,6120.0915,23191.5383,231,68,43.403,MEDIUM,670921.6713,2059449.07,8.4426,2.7168,5.3181,0.0,1,84.3764,3,4,11.7572,8051060.055,4507152.0655,1.7863,4457335.5047,0.9839,MEDIUM,53.1737
CUSTGST0002641,27ABCDE002640FZ4,Retail Enterprises 3640,Retail Trade 3640,ACTIVE,2024-04-21,2026-09,GSTR1,2026-09-11,LATE,MONTHLY,10,941981.326,942558.6165,81779.5276,942558.6165,608741.2235,365808.4054,62.4639,37.5361,3161.1922,61554.3245,23603.663,26867.4466,24103.9574,24103.9574,6704.1661,110031.025,108023.0869,1097.864,106925.2229,223,117,31.6509,MEDIUM,974549.6289,3112911.8875,1.6972,-9.408,-1.1228,1.1228,2,82.0542,0,2,2.2111,11694595.5465,8958964.8625,1.3054,6387555.3215,0.9683,LOW,86.3716
CUSTGST0002642,09ABCDE002641FZ5,Wholesale Enterprises 3641,Wholesale Trade 3641,ACTIVE,2017-06-08,2026-09,GSTR3B,2026-09-15,FILED,QUARTERLY,0,1836621.5193,1854804.4408,229147.1496,1854804.4408,784486.9495,1279865.3851,38.0016,61.9984,70950.9039,13890.8793,78482.2088,49796.0271,83775.7158,83775.7158,11799.6909,71907.6818,61143.432,2657.3468,58486.0852,50,10,60.9348,HIGH,2064352.3346,6465662.6877,14.8565,-2.0891,-8.9854,8.9854,4,94.0,2,0,9.2095,24772228.0154,7111893.9906,3.4832,12955570.6682,0.9606,LOW,68.6408
CUSTGST0002643,29ABCDE002642FZ6,Manufacturing Enterprises 3642,Manufacturing Trade 3642,ACTIVE,2017-07-10,2024-04,GSTR3B,2024-04-12,FILED,MONTHLY,0,465195.035,463427.1191,69484.4506,463427.1191,290412.0605,210042.84,58.0296,41.9704,62194.6417,23804.9521,4359.9243,26089.4216,20358.1619,20358.1619,2678.7052,60949.7484,49734.6432,1098.6011,48636.0421,87,75,28.7434,MEDIUM,500454.9005,1549466.914,-6.3044,8.8932,-18.537,18.537,3,100.0,2,0,9.6243,6005458.8058,1448218.8343,4.1468,2746932.1435,0.9987,LOW,74.2284
CUSTGST0002644,07ABCDE002643FZ7,Technology Enterprises 3643,Technology Trade 3643,ACTIVE,2020-08-05,2026-07,GSTR1,2026-07-19,LATE,MONTHLY,5,1497427.9374,1515331.7985,129859.4257,1515331.7985,754217.9779,829934.6605,47.6102,52.3898,197657.4344,95169.572,14581.5975,14015.7009,49528.863,49528.863,16785.9988,160422.6197,133086.4078,8501.1992,124585.2086,96,57,18.9107,LOW,1584152.6384,4526907.2998,8.4895,-0.0149,-16.4619,16.4619,2,84.982,1,3,6.4458,19009831.661,5915548.8052,3.2135,4527287.5405,0.987,MEDIUM,61.129
CUSTGST0002645,24ABCDE002644FZ8,Construction Enterprises 3644,Construction Trade 3644,ACTIVE,2022-07-23,2024-08,GSTR1,2024-08-14,FILED,MONTHLY,0,715377.4249,712638.3799,59705.2187,712638.3799,404585.2778,362998.1365,52.709,47.291,79440.6134,3917.4535,28577.9911,11268.559,20338.9431,20338.9431,7758.7735,44081.9496,33258.4927,5979.0476,27279.4451,135,99,8.4252,LOW,767583.4143,2426458.7535,14.5191,4.8428,-20.7496,20.7496,1,97.0,0,1,4.1983,9211000.9721,6233201.5135,1.4777,2732194.2795,0.9528,LOW,85.0176
CUSTGST0002646,33ABCDE002645FZ9,Logistics Enterprises 3645,Logistics Trade 3645,ACTIVE,2021-09-12,2025-11,GSTR1,2025-11-28,LATE,QUARTERLY,3,394202.5538,403447.8817,63519.3914,403447.8817,367874.6656,76206.3458,82.8395,17.1605,3374.6882,19597.6823,11809.1599,22740.7172,18748.2109,18748.2109,3282.2524,21450.3936,19521.0705,952.2014,18568.8691,178,65,59.1737,HIGH,444081.0115,1229220.9725,-6.4232,5.0542,5.4914,0.0,0,91.0897,0,4,5.0416,5328972.1375,1623925.3786,3.2815,1855514.0432,0.953,LOW,76.4171
CUSTGST0002647,19ABCDE002646FZ1,Food Enterprises 3646,Food Trade 3646,ACTIVE,2020-10-09,2024-10,GSTR1,2024-10-09,FILED,MONTHLY,0,229608.4478,226259.6517,18287.3874,226259.6517,120047.8024,130508.4424,47.9125,52.0875,4454.9171,2982.9124,5549.5877,2011.3152,7947.6865,7947.6865,380.6993,8703.2779,7433.4528,1076.1064,6357.3464,127,56,13.8934,LOW,250556.2447,767555.906,3.974,17.8338,-5.1562,5.1562,3,98.0,3,0,6.4779,3006674.9368,1529477.9915,1.9658,652250.7476,0.9626,LOW,73.3332
CUSTGST0002648,23ABCDE002647FZ2,Pharma Enterprises 3647,Pharma Trade 3647,ACTIVE,2018-04-24,2026-11,GSTR3B,2026-11-01,FILED,QUARTERLY,0,153350.9172,157671.837,23220.9257,157671.837,117717.2878,50536.8241,69.964,30.036,19966.8039,6764.5547,6067.0751,9849.6007,6191.7031,6191.7031,987.9189,19132.3256,15543.926,1933.0722,13610.8538,219,175,56.2059,HIGH,168254.1118,515800.2479,-1.1405,23.027,41.433,0.0,0,93.0,0,1,8.0172,2019049.3417,1130129.6253,1.7866,588344.7456,0.9873,LOW,85.6255
CUSTGST0002649,06ABCDE002648FZ3,Retail Enterprises 3648,Retail Trade 3648,ACTIVE,2018-10-03,2024-04,GSTR3B,2024-04-23,FILED,MONTHLY,0,250396.2896,252862.2286,21645.4806,252862.2286,100053.3383,162591.2297,38.0946,61.9054,32380.6966,17120.6193,10066.1181,6499.4674,7424.9642,7424.9642,296.0847,9244.5485,8330.3485,561.639,7768.7095,16,3,51.3954,HIGH,262644.568,712551.6283,3.3774,-19.4201,32.8561,0.0,1,96.0,2,0,8.3656,3151734.8158,2056431.1651,1.5326,1417266.4889,0.9693,LOW,78.267
CUSTGST0002650,36ABCDE002649FZ4,Wholesale Enterprises 3649,Wholesale Trade 3649,ACTIVE,2023-04-16,2024-07,GSTR1,2024-07-08,FILED,MONTHLY,0,100276.0031,102412.8519,18180.2315,102412.8519,81811.1518,31335.0564,72.3057,27.6943,4357.1313,1870.4748,1610.099,7434.0675,5170.5782,5170.5782,405.0076,9972.8264,7757.9938,572.4974,7185.4965,244,212,41.4721,MEDIUM,113146.2082,330663.6173,12.1957,13.5576,15.0322,0.0,0,99.0,1,0,3.71,1357754.4983,668861.0262,2.03,677382.8367,0.9555,LOW,91.4766
CUSTGST0002651,27ABCDE002650FZ5,Manufacturing Enterprises 3650,Manufacturing Trade 3650,ACTIVE,2019-10-24,2025-11,GSTR1,2025-11-21,LATE,QUARTERLY,10,640046.9033,625552.0167,34493.905,625552.0167,552016.0634,130816.0723,80.8421,19.1579,3822.1365,45061.4692,284.3744,4000.5099,14831.8533,14831.8533,829.6885,23101.1058,17678.7433,2008.3197,15670.4236,107,24,23.8462,LOW,682832.1356,1943583.2584,-2.4466,-7.843,20.6775,0.0,0,78.8835,0,3,7.8292,8193985.6275,5946329.7039,1.378,2793560.4106,0.9846,LOW,82.3224
CUSTGST0002652,09ABCDE002651FZ6,Technology Enterprises 3651,Technology Trade 3651,ACTIVE,2019-06-20,2026-07,GSTR3B,2026-07-03,LATE,MONTHLY,2,399985.257,412254.4495,37265.0459,412254.4495,170216.3823,275863.9783,38.1582,61.8418,8487.8936,19565.7189,12214.1635,5657.8284,14339.9456,14339.9456,2927.3262,21216.8029,18967.8202,116.2768,18851.5434,79,16,36.2674,MEDIUM,446080.3606,1303059.6087,15.2958,-10.348,-12.0772,12.0772,2,95.3928,3,4,7.1787,5352964.3272,1814947.3321,2.9494,2596939.7881,0.9951,MEDIUM,52.9472
CUSTGST0002653,29ABCDE002652FZ7,Construction Enterprises 3652,Construction Trade 3652,ACTIVE,2021-10-22,2024-07,GSTR1,2024-07-16,FILED,MONTHLY,0,402997.9144,393671.0675,39066.7878,393671.0675,294572.2739,133742.1136,68.7748,31.2252,54479.6877,11030.6795,15612.6131,7731.2222,14671.7506,14671.7506,1992.0644,47708.0387,43729.1496,2668.4409,41060.7087,61,4,48.0283,HIGH,428314.3875,1203402.335,7.397,19.5476,36.1088,0.0,0,100.0,2,1,5.8167,5139772.6494,3479005.1933,1.4774,3144807.843,0.9697,LOW,76.3615
CUSTGST0002654,07ABCDE002653FZ8,Logistics Enterprises 3653,Logistics Trade 3653,ACTIVE,2019-03-07,2026-05,GSTR1,2026-05-09,FILED,MONTHLY,0,217201.2484,217545.2476,22554.8289,217545.2476,112215.1831,113383.9775,49.741,50.259,296.3766,4610.8197,1939.0011,5526.5226,8330.555,8330.555,367.1962,23321.8297,19762.02,3459.3154,16302.7046,155,44,40.5227,MEDIUM,225599.1605,619032.8003,2.0349,7.2233,-21.8708,21.8708,4,94.0,1,0,7.7876,2707189.9266,1132086.3619,2.3913,1546423.9308,0.9785,LOW,75.5313
CUSTGST0002655,24ABCDE002654FZ9,Food Enterprises 3654,Food Trade 3654,ACTIVE,2022-10-15,2025-01,GSTR3B,2025-01-16,LATE,MONTHLY,10,794142.2321,786520.3887,87224.0007,786520.3887,512485.0688,316785.8907,61.7995,38.2005,40764.4187,48383.8708,11497.4656,32394.9612,22859.9793,22859.9793,9109.0809,91747.6935,87711.7282,3707.1933,84004.5349,133,91,32.773,MEDIUM,829270.9595,2583921.7758,-7.4353,14.2586,-4.1346,4.1346,2,72.9989,3,4,4.7091,9951251.5142,5196514.0345,1.915,2053325.4934,0.9571,MEDIUM,52.4974
CUSTGST0002656,33ABCDE002655FZ1,Pharma Enterprises 3655,Pharma Trade 3655,ACTIVE,2018-01-08,2026-03,GSTR1,2026-03-22,FILED,MONTHLY,0,509437.6486,519360.9349,47222.1214,519360.9349,236197.5899,303700.8296,43.7485,56.2515,22590.5781,12820.3217,16450.4302,14781.676,15255.5933,15255.5933,1929.2588,65361.0418,53762.7959,1689.358,52073.438,156,60,10.551,LOW,539898.4195,1658504.7677,-14.418,6.4824,24.8579,0.0,0,95.0,2,1,8.4289,6478781.0341,2188036.7853,2.961,1966637.0422,0.9503,LOW,82.0796
CUSTGST0002657,19ABCDE002656FZ2,Retail Enterprises 3656,Retail Trade 3656,ACTIVE,2021-10-25,2024-03,GSTR1,2024-03-18,LATE,MONTHLY,1,422058.4411,433194.023,63112.645,433194.023,271253.2458,176246.3233,60.6153,39.3847,35351.0024,26270.8801,4005.5863,21628.7582,18305.3117,18305.3117,4873.2634,59766.5731,49824.3274,2836.97,46987.3574,213,46,13.5776,LOW,447499.5691,1336727.9729,-6.3171,17.2928,35.2401,0.0,0,94.0056,2,4,5.7906,5369994.8288,2458058.7732,2.1846,2451980.0084,0.9537,LOW,67.5463
CUSTGST0002658,23ABCDE002657FZ3,Wholesale Enterprises 3657,Wholesale Trade 3657,ACTIVE,2021-03-03,2025-01,GSTR1,2025-01-04,LATE,MONTHLY,20,338995.5153,344941.2217,39773.3915,344941.2217,205649.311,151215.6731,57.6266,42.3734,5266.0032,24513.0719,14137.4943,5516.3236,16434.6848,16434.6848,1387.6983,23958.1689,20761.6583,1104.022,19657.6363,127,24,57.0709,HIGH,356864.9841,1127536.4215,9.3721,1.1749,20.418,0.0,0,52.473,3,0,5.2011,4282379.8092,2304433.0238,1.8583,2557992.683,0.9843,MEDIUM,58.8303
CUSTGST0002659,06ABCDE002658FZ4,Manufacturing Enterprises 3658,Manufacturing Trade 3658,ACTIVE,2020-09-25,2024-04,GSTR1,2024-04-23,FILED,MONTHLY,0,1131562.6787,1128886.9441,113926.0122,1128886.9441,847570.3008,362649.5162,70.0344,29.9656,24114.265,50516.8435,26632.0753,32615.8172,35319.6951,35319.6951,10670.8049,56573.1928,51562.3785,3294.2983,48268.0802,111,30,25.6341,MEDIUM,1210219.8169,3508286.6422,18.4658,4.9284,42.0834,0.0,0,97.0,3,1,6.3925,14522637.8033,10020581.0277,1.4493,7902277.5686,0.9816,LOW,75.2539
CUSTGST0002660,36ABCDE002659FZ5,Technology Enterprises 3659,Technology Trade 3659,ACTIVE,2024-02-21,2025-07,GSTR3B,2025-07-09,FILED,MONTHLY,0,297492.1883,295697.6694,49046.4441,295697.6694,182679.8264,136955.3134,57.1526,42.8474,38894.745,20741.0248,6060.9322,4668.0237,20765.5697,20765.5697,2847.281,16123.6236,11582.8165,2278.1343,9304.6822,36,10,49.2791,HIGH,319635.1398,981456.3163,-6.4339,25.719,-8.5655,8.5655,1,94.0,2,0,2.291,3835621.6778,794756.8402,4.8262,2365767.3351,0.976,MEDIUM,64.9137
CUSTGST0002661,27ABCDE002660FZ6,Construction Enterprises 3660,Construction Trade 3660,ACTIVE,2022-03-14,2026-10,GSTR1,2026-10-13,FILED,MONTHLY,0,295700.762,304185.8711,36762.1462,304185.8711,142970.3589,198926.1479,41.8169,58.1831,17731.9786,8423.6505,16969.0838,12826.1518,10359.4676,10359.4676,3217.0593,35387.7018,31138.531,942.0459,30196.4851,205,194,7.6754,LOW,341896.5068,976089.3304,-12.2249,22.3305,-11.657,11.657,2,94.0,1,0,4.215,4102758.0817,856313.0603,4.7912,852725.7996,0.9761,LOW,83.5742
CUSTGST0002662,09ABCDE002661FZ7,Logistics Enterprises 3661,Logistics Trade 3661,ACTIVE,2017-04-15,2025-12,GSTR1,2025-12-13,FILED,MONTHLY,0,512671.9343,516334.173,89850.9303,516334.173,456905.1602,121563.8228,78.9852,21.0148,92111.1833,4003.4892,20486.5176,36387.016,26158.2165,26158.2165,1147.4812,27167.5344,24910.9789,649.632,24261.3469,211,57,21.0383,LOW,578468.983,1741163.5054,-5.429,-3.0085,6.0403,0.0,1,95.0,3,1,9.3534,6941627.7958,2134314.2735,3.2524,2882089.7042,0.9572,LOW,70.9987
CUSTGST0002663,29ABCDE002662FZ8,Food Enterprises 3662,Food Trade 3662,ACTIVE,2017-04-11,2025-06,GSTR3B,2025-06-06,FILED,MONTHLY,0,709686.7591,693852.1455,47000.6679,693852.1455,483711.6907,227599.8026,68.0028,31.9972,98646.8933,4529.8965,13177.9797,10475.0252,16695.8642,16695.8642,3133.9142,92989.33,74398.5625,5963.3937,68435.1688,32,22,7.9385,LOW,711311.4933,2153524.3354,12.6895,20.2652,-24.7297,24.7297,1,99.0,2,0,9.0454,8535737.9198,1566789.1102,5.4479,4402247.9327,0.9738,LOW,70.215
CUSTGST0002664,07ABCDE002663FZ9,Pharma Enterprises 3663,Pharma Trade 3663,ACTIVE,2020-04-02,2025-04,GSTR1,2025-04-28,LATE,MONTHLY,2,1636585.4133,1641417.2716,221696.835,1641417.2716,1519204.9446,174450.8995,89.6997,10.3003,81793.8983,4957.2652,60154.8945,63432.9651,74319.2874,74319.2874,9625.2952,128842.3285,102856.3369,8626.457,94229.8799,126,101,37.3423,MEDIUM,1693655.8442,4817702.5648,9.6257,-7.9397,2.7191,0.0,0,96.8387,2,3,6.2182,20323870.1298,11314662.2679,1.7962,10283691.499,0.9876,LOW,69.0789
CUSTGST0002665,24ABCDE002664FZ1,Retail Enterprises 3664,Retail Trade 3664,ACTIVE,2024-02-13,2026-11,GSTR1,2026-11-23,LATE,QUARTERLY,7,328074.7847,319737.0344,51697.8268,319737.0344,188684.0762,152811.6199,55.2523,44.7477,46583.3665,19208.9264,9031.5352,12358.2172,17833.57,17833.57,3672.4695,36181.5404,30959.1351,2885.2933,28073.8418,68,16,12.8119,LOW,341495.6961,930604.144,-9.9001,-7.5439,7.4441,0.0,1,90.6776,3,4,2.3202,4097948.3528,1243255.9394,3.2961,1168749.848,0.978,MEDIUM,59.631
CUSTGST0002666,33ABCDE002665FZ2,Wholesale Enterprises 3665,Wholesale Trade 3665,ACTIVE,2022-05-05,2025-03,GSTR1,2025-03-06,FILED,MONTHLY,0,431827.7812,435898.1542,72397.8434,435898.1542,216199.6597,234199.3524,48.0018,51.9982,78424.3192,26259.941,20043.3521,19319.2181,26211.9996,26211.9996,654.6262,42487.8496,34483.9468,4567.6804,29916.2664,7,4,23.6848,LOW,450399.0121,1222046.6728,13.2414,17.7963,21.6537,0.0,1,93.0,2,0,4.1488,5404788.1454,4259275.7626,1.2689,3258777.2997,0.9605,LOW,80.0299
CUSTGST0002667,19ABCDE002666FZ3,Manufacturing Enterprises 3666,Manufacturing Trade 3666,ACTIVE,2021-05-04,2024-06,GSTR1,2024-06-18,LATE,QUARTERLY,7,703272.9312,687212.926,48969.6348,687212.926,331401.8569,380571.1779,46.547,53.453,125074.7317,14504.4072,4543.3412,11879.5796,16192.411,16192.411,4705.2333,43728.779,35512.3223,1429.9774,34082.3449,220,116,11.9593,LOW,711973.0349,2021064.2261,-12.0244,3.0215,18.0441,0.0,1,78.8438,1,2,5.8331,8543676.4188,5090688.859,1.6783,2518682.0934,0.9679,LOW,81.0026
CUSTGST0002668,23ABCDE002667FZ4,Technology Enterprises 3667,Technology Trade 3667,ACTIVE,2021-03-01,2025-10,GSTR1,2025-10-15,LATE,MONTHLY,10,305120.6893,309412.0551,55374.7411,309412.0551,272859.4871,65843.7725,80.56,19.44,59004.571,17395.2103,16108.101,10615.2351,21737.795,21737.795,1283.916,14412.7049,12300.9751,1519.1862,10781.7889,221,37,29.5151,MEDIUM,338703.2596,974159.4479,0.3512,10.7052,17.4938,0.0,1,84.4488,2,4,5.0805,4064439.1158,820045.2885,4.9564,1513136.4444,0.9889,LOW,66.8136
CUSTGST0002669,06ABCDE002668FZ5,Construction Enterprises 3668,Construction Trade 3668,ACTIVE,2022-07-08,2025-02,GSTR1,2025-02-03,LATE,MONTHLY,10,226820.6189,228767.8126,23166.6177,228767.8126,187929.3858,51676.0374,78.4329,21.5671,10961.0471,16033.8963,9109.5749,6578.7978,7292.4705,7292.4705,2002.879,27833.1023,21060.0268,3649.2831,17410.7437,211,98,33.1544,MEDIUM,239605.4232,741116.9504,0.2444,1.2715,29.6125,0.0,1,79.0104,2,2,4.0338,2875265.0786,2332105.5964,1.2329,1236157.6803,0.9705,LOW,72.385
CUSTGST0002670,36ABCDE002669FZ6,Logistics Enterprises 3669,Logistics Trade 3669,ACTIVE,2023-02-26,2025-11,GSTR3B,2025-11-23,FILED,MONTHLY,0,496141.3522,491049.6446,81693.0492,491049.6446,232740.2556,318967.3844,42.1854,57.8146,465.1583,22201.6266,3288.2183,12290.8668,32577.658,32577.658,4246.8664,65415.3372,52702.7567,9374.0776,43328.6791,237,105,58.7257,HIGH,551707.64,1687769.491,-13.1375,26.5241,38.3994,0.0,0,99.0,1,1,3.0923,6620491.6799,2824814.6739,2.3437,3080066.5696,0.9596,LOW,78.3446
CUSTGST0002671,27ABCDE002670FZ7,Food Enterprises 3670,Food Trade 3670,ACTIVE,2017-07-25,2024-10,GSTR1,2024-10-04,FILED,MONTHLY,0,2319081.3065,2324750.3176,336344.233,2324750.3176,881451.1825,1574282.4407,35.8936,64.1064,361128.3024,137561.8221,53595.1578,100960.477,107248.1066,107248.1066,20887.5427,250301.7226,195286.4088,16307.6103,178978.7984,45,36,52.1768,HIGH,2455733.6231,6747610.286,12.5875,12.6959,-14.1453,14.1453,3,96.0,2,1,9.1062,29468803.4778,11165451.5529,2.6393,12760680.7972,0.9571,MEDIUM,63.1082
CUSTGST0002672,09ABCDE002671FZ8,Pharma Enterprises 3671,Pharma Trade 3671,ACTIVE,2021-01-08,2025-01,GSTR3B,2025-01-23,LATE,MONTHLY,10,197697.004,195954.8057,14592.1801,195954.8057,93485.6873,128529.0227,42.1079,57.8921,38113.3395,15208.9676,2478.5439,3241.2906,5672.8875,5672.8875,5.1146,9413.207,7628.497,125.3381,7503.1589,224,4,15.3793,LOW,222014.71,645481.8658,21.7803,14.6231,4.5156,0.0,0,80.8878,0,4,5.8437,2664176.5197,1564853.9693,1.7025,927474.8218,0.9934,LOW,82.2308
CUSTGST0002673,29ABCDE002672FZ9,Retail Enterprises 3672,Retail Trade 3672,ACTIVE,2020-08-16,2026-11,GSTR3B,2026-11-26,LATE,QUARTERLY,5,329281.3808,329376.0036,41457.5833,329376.0036,170241.4759,195895.0176,46.4967,53.5033,33347.3421,21591.4629,13762.2932,6044.4063,17286.1892,17286.1892,840.7986,24572.5329,21964.3127,2002.1912,19962.1215,74,65,56.3689,HIGH,366136.4936,1074023.0304,1.1239,25.6493,28.2604,0.0,0,90.9896,2,1,6.4549,4393637.9226,2735885.9706,1.6059,2204984.643,0.9821,LOW,68.4794
